id,listing_url,name,description,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,bathrooms_text,price,minimum_nights,maximum_nights,instant_bookable,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,amenities
967451,https://www.airbnb.com/rooms/967451,Clean Barton Springs Condo Rental,"Hello! If you're looking for a clean, quiet, beautiful spot to stay in Austin - close to everything- this is it. Work from home (high speed fiber internet), layout at Barton Springs (69 degree spring fed swimming hole), eat at Loro (owners of Uchi & Franklin's BBQ), and walk Town Lake to the pedestrian bridge for a beautiful city sunset. There's a perfect little private backyard to drink your morning coffee and plan your day. The market next-door has everything you could need, even avocados!",5278146,Melanie,2013-03-01,"Austin, TX",within an hour,100%,90%,t,1.0,78704,30.26269,-97.77509,Entire condo,Entire home/apt,2,1.0,1.0,1 bath,$75.00,2,1125,f,16,41,71,161,90,17,2,2013-03-13,2025-09-01,4.88,4.86,4.82,4.96,4.98,4.98,4.77,0.59,"[""Private patio or balcony"", ""Coffee"", ""Cleaning products"", ""Stainless steel oven"", ""Wine glasses"", ""Iron"", ""Private entrance"", ""Ceiling fan"", ""Pets allowed"", ""Outdoor furniture"", ""Hot water"", ""Dishes and silverware"", ""Conditioner"", ""Refrigerator"", ""Freezer"", ""Clothing storage: walk-in closet, closet, wardrobe, and dresser"", ""Dining table"", ""Free parking on premises"", ""Wifi"", ""Hot water kettle"", ""Outdoor dining area"", ""Hair dryer"", ""Room-darkening shades"", ""Bed linens"", ""Cooking basics"", ""Long term stays allowed"", ""Shared outdoor pool - available all year, olympic-sized"", ""Baking sheet"", ""Central air conditioning"", ""Coffee maker: french press"", ""Portable heater"", ""Exercise equipment: yoga mat"", ""Dryer"", ""Smoke alarm"", ""Washer"", ""Central heating"", ""Essentials"", ""Safe"", ""Dr Bronners body soap"", ""Dedicated workspace"", ""Fire extinguisher"", ""Shampoo"", ""Extra pillows and blankets"", ""Toaster"", ""Private backyard \u2013 Fully fenced"", ""Free street parking"", ""Laundromat nearby"", ""Microwave"", ""Kitchen"", ""Hangers"", ""Stainless steel electric stove""]"
1462311,https://www.airbnb.com/rooms/1462311,The Austin Texas House South Congress Stay and Enjoy,"Location! Location! Location<br /><br />The entire private house is your perfect urban oasis!  Free secure on-site and street parking .   Super Host since 2011.  The Austin Texas House is located in the heart of the South Congress SoCo Shopping and Entertainment District. Take a bike ride around the neighborhood to experience Austin like a local. Or stay in, kick up your heels and enjoy the spacious bungalow featuring award-winning interior design including items from our one-of-a-kind collection.",740347,Stephen C,2011-06-24,"Austin, TX",within an hour,100%,98%,t,2.0,78704,30.24668,-97.75618,Entire home,Entire home/apt,2,1.0,1.0,1 bath,$120.00,1,1125,t,14,19,46,219,1305,73,0,2013-10-25,2025-08-10,4.95,4.95,4.84,4.95,4.96,4.98,4.91,9.01,"[""Private patio or balcony"", ""Coffee"", ""Stove"", ""Smoking allowed"", ""Cleaning available during stay"", ""Cleaning products"", ""First aid kit"", ""Bathtub"", ""TV with standard cable"", ""Iron"", ""Wine glasses"", ""Ceiling fan"", ""Blender"", ""Outdoor furniture"", ""Single level home"", ""Pets allowed"", ""Smart lock"", ""Hot water"", ""Dishes and silverware"", ""Conditioner"", ""Refrigerator"", ""Freezer"", ""Self check-in"", ""Dining table"", ""Free parking on premises"", ""Wifi"", ""Drying rack for clothing"", ""Hot water kettle"", ""Hair dryer"", ""Room-darkening shades"", ""Bed linens"", ""Cooking basics"", ""Long term stays allowed"", ""Mini fridge"", ""Baking sheet"", ""Central air conditioning"", ""Clothing storage: wardrobe and dresser"", ""Oven"", ""Dryer"", ""Smoke alarm"", ""Washer"", ""Central heating"", ""Essentials"", ""Ethernet connection"", ""Luggage dropoff allowed"", ""Books and reading material"", ""Dedicated workspace"", ""Fire extinguisher"", ""Fire pit"", ""BBQ grill"", ""Crib"", ""Shampoo"", ""Body soap"", ""Extra pillows and blankets"", ""Coffee maker"", ""Toaster"", ""Carbon monoxide alarm"", ""Free street parking"", ""Microwave"", ""Kitchen"", ""Backyard"", ""Hangers""]"
1880094,https://www.airbnb.com/rooms/1880094,Eastside Guest Studio near Lake,"Detached guest studio with Keyless private entrance, full kitchen, walk-in shower, and walk-in closet is located in the hip Holly neighborhood of East Austin.  It's 1.5mi from downtown, 1.5mi to E. 6th St bars, 1.1 mi to Rainey St, and 3 blocks to Lady Bird Lake",61292,Jeany,2009-12-08,"Austin, TX",within an hour,100%,99%,t,1.0,78702,30.2518,-97.72129,Entire guesthouse,Entire home/apt,3,0.0,2.0,1 bath,$88.00,1,25,f,6,12,31,170,938,50,2,2013-11-18,2025-09-03,4.94,4.98,4.95,4.98,4.96,4.86,4.91,6.51,"[""AC - split type ductless system"", ""Cleaning products"", ""Iron"", ""Private entrance"", ""Ceiling fan"", ""Dishwasher"", ""Hot water"", ""Dishes and silverware"", ""Conditioner"", ""Refrigerator"", ""Freezer"", ""Self check-in"", ""Dining table"", ""Keypad"", ""Hot water kettle"", ""Heating"", ""Hair dryer"", ""Bed linens"", ""Gas stove"", ""Cooking basics"", ""Coffee maker: french press"", ""Clothing storage: walk-in closet"", ""Oven"", ""Fast wifi \u2013 193 Mbps"", ""Pack \u2019n play/Travel crib"", ""Booster seat high chair"", ""Trash compactor"", ""Smoke alarm"", ""Free driveway parking on premises \u2013 2 spaces"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Fire extinguisher"", ""Shampoo"", ""Body soap"", ""Extra pillows and blankets"", ""Toaster"", ""Microwave"", ""Kitchen"", ""Hangers""]"
2528473,https://www.airbnb.com/rooms/2528473,Garden Cottage in East Austin,"Our cozy cottage located in our backyard garden is your own private oasis.  Queen bed, hardwood floors, walk-in shower, high-speed internet, and a 1/2 acre lot right outside your door--complete with a rooster, chickens, cat, and two pigs.",5152543,Marcella,2013-02-19,"Austin, TX",within an hour,100%,100%,t,2.0,78723,30.29736,-97.68232,Entire guesthouse,Entire home/apt,2,1.0,1.0,1 bath,$71.00,1,1125,f,6,14,36,308,1176,61,3,2014-03-16,2025-09-01,4.88,4.93,4.86,4.96,4.92,4.8,4.89,8.39,"[""Cleaning products"", ""Iron"", ""Ping pong table"", ""Outdoor furniture"", ""Hot water"", ""Shower gel"", ""Dishes and silverware"", ""Conditioner"", ""Self check-in"", ""Free parking on premises"", ""Portable fans"", ""Wifi"", ""Outdoor dining area"", ""Heating"", ""Hair dryer"", ""Bed linens"", ""Long term stays allowed"", ""Mini fridge"", ""Window AC unit"", ""Smoke alarm"", ""Essentials"", ""Luggage dropoff allowed"", ""Backyard - Fully fenced"", ""Fire pit"", ""Barbecue utensils"", ""BBQ grill"", ""Lockbox"", ""Shampoo"", ""Extra pillows and blankets"", ""Clothing storage"", ""Coffee maker"", ""Free street parking"", ""Laundromat nearby"", ""Microwave"", ""Board games"", ""Hangers"", ""Shared patio or balcony""]"
4202378,https://www.airbnb.com/rooms/4202378,"Stylish Guest House-ACL, F1...","Modern, comfortable studio comes furnished with spacious windows, high ceilings, cement floors, kitchenette with mini-fridge. coffee maker, toaster oven/air fryer, and microwave. Large bathroom.  1 queen size bed, 1 fold out sofa/futon, WIFI included.  10 minutes drive from UT, Downtown,Domain.",12868923,Roanna,2014-03-06,"Austin, TX",within an hour,100%,100%,t,1.0,78756,30.32313,-97.74235,Entire home,Entire home/apt,4,0.0,2.0,1 bath,$125.00,2,93,f,16,41,61,336,101,11,0,2014-10-13,2025-07-27,4.98,4.97,5.0,4.99,4.95,4.96,4.85,0.76,"[""Stove"", ""First aid kit"", ""Iron"", ""Hot water"", ""Dishes and silverware"", ""Refrigerator"", ""Free parking on premises"", ""Wifi"", ""Heating"", ""Hair dryer"", ""Cooking basics"", ""TV"", ""Patio or balcony"", ""Dryer"", ""Smoke alarm"", ""Washer"", ""Essentials"", ""Air conditioning"", ""Dedicated workspace"", ""Fire extinguisher"", ""Shampoo"", ""Coffee maker"", ""Free street parking"", ""Carbon monoxide alarm"", ""Microwave"", ""Kitchen"", ""Backyard"", ""Hangers""]"
4293731,https://www.airbnb.com/rooms/4293731,East Austin bungalow - family friendly,"Full 3-bedroom house rental. Close to downtown in vibrant East Austin. Spacious kitchen, high ceilings, and projector TV. We have a 2 and 6-year old and have tons of borrowable toys.<br /><br />Bedding: two full beds in the master bedroom (hotel room style), one queen bed in the guest room,  and a twin bunk bed in the kids' shared room. We estimate a twin should fit someone 5'10"" or shorter. Top bunk has been tested by our family to hold at least 250 lbs.",795079,Brad,2011-07-08,"Austin, TX",within an hour,100%,94%,,3.0,78702,30.27759,-97.71461,Entire home,Entire home/apt,7,3.0,5.0,2 baths,$225.00,4,1125,f,0,0,0,176,15,0,0,2014-12-28,2022-03-20,4.67,4.8,4.73,4.93,5.0,4.53,4.73,0.11,"[""Private patio or balcony"", ""Coffee"", ""Coffee maker: espresso machine, french press"", ""Cleaning products"", ""First aid kit"", ""Bathtub"", ""Wine glasses"", ""Iron"", ""Blender"", ""Ceiling fan"", ""Private entrance"", ""Outdoor furniture"", ""Single level home"", ""Dishwasher"", ""Hot water"", ""Outlet covers"", ""Conditioner"", ""Refrigerator"", ""Dishes and silverware"", ""Freezer"", ""Bikes"", ""Dining table"", ""Free parking on premises"", ""Self check-in"", ""Portable fans"", ""Children's playroom"", ""Rice maker"", ""Hot water kettle"", ""Heating"", ""Hair dryer"", ""Room-darkening shades"", ""Bed linens"", ""Gas stove"", ""Cooking basics"", ""Hammock"", ""Long term stays allowed"", ""Baking sheet"", ""Children\u2019s dinnerware"", ""Central air conditioning"", ""Oven"", ""Children\u2019s books and toys"", ""Pack \u2019n play/Travel crib"", ""Fast wifi \u2013 311 Mbps"", ""Smoke alarm"", ""Shared backyard \u2013 Fully fenced"", ""Free washer \u2013 In unit"", ""88 inch HDTV with Amazon Prime Video, Disney+, HBO Max, Hulu, Netflix, Roku"", ""Babysitter recommendations"", ""Outdoor playground"", ""Essentials"", ""Echo/Alexa and Google Home Bluetooth sound system"", ""Ethernet connection"", ""Luggage dropoff allowed"", ""Changing table"", ""Books and reading material"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Fire extinguisher"", ""Baby safety gates"", ""Lockbox"", ""Shampoo"", ""Body soap"", ""Extra pillows and blankets"", ""Toaster"", ""Free street parking"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Microwave"", ""Kitchen"", ""Board games"", ""Hangers"", ""Piano"", ""Free dryer \u2013 In unit""]"
5094445,https://www.airbnb.com/rooms/5094445,Take a Dip in Heated Pool at Lux SoCo Retreat,"Presenting The Retreat.  Surround yourself with curated artwork, vintage objects and dreamy furnishings.  <br />The award-winning Retreat was recognized by internationally known AFAR Media as one of the top Airbnb’s in the World.  And featured in the 2023 Austin modern home tour.  <br />Take a dip in a waterfall salt water pool. Perfect for cooling off in summer and heated during the winter!  <br />Just four blocks to vibrant South Congress, <br />And No Cleaning Fees!  No Chores!  Just like it should be.",3626574,Bill,2012-09-20,"Austin, TX",within an hour,100%,100%,t,6.0,78704,30.24503,-97.74745,Entire home,Entire home/apt,2,1.0,1.0,1 bath,$206.00,1,14,t,14,35,65,340,1053,86,5,2015-02-10,2025-09-01,4.94,4.96,4.9,4.98,4.98,4.97,4.89,8.16,"[""First aid kit"", ""Coffee maker: espresso machine"", ""TV with standard cable"", ""Iron"", ""Outdoor furniture"", ""Hot water"", ""Dishes and silverware"", ""Refrigerator"", ""Self check-in"", ""Free parking on premises"", ""Keypad"", ""Wifi"", ""Heating"", ""Hair dryer"", ""Bed linens"", ""Patio or balcony"", ""Smoke alarm"", ""Lake access"", ""Essentials"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Shampoo"", ""Body soap"", ""Extra pillows and blankets"", ""Free street parking"", ""Carbon monoxide alarm"", ""Pool"", ""Microwave"", ""Kitchen"", ""Backyard"", ""Hangers""]"
5873238,https://www.airbnb.com/rooms/5873238,Hyde Park Casita,"Please contact us about new long term stay discounts! Welcome to our studio in the heart of Hyde Park! The casita (Spanish for ""little house"") has its own private fenced yard and parking. You can walk to Hyde Park Village, the Triangle or North Loop and it is minutes to downtown and UT by car.",6513345,Christopher,2013-05-21,"Austin, TX",within an hour,100%,98%,,5.0,78751,30.31094,-97.72284,Entire home,Entire home/apt,2,0.0,1.0,1 bath,$66.00,1,90,f,5,22,44,224,896,100,5,2015-04-11,2025-09-02,4.82,4.88,4.86,4.92,4.91,4.89,4.82,7.05,"[""Private patio or balcony"", ""Iron"", ""Private entrance"", ""Single level home"", ""Smart lock"", ""Hot water"", ""Dishes and silverware"", ""Self check-in"", ""Free parking on premises"", ""Wifi"", ""Heating"", ""Hair dryer"", ""Bed linens"", ""TV"", ""Window AC unit"", ""Smoke alarm"", ""Essentials"", ""Fire extinguisher"", ""Shampoo"", ""Coffee maker"", ""Free street parking"", ""Carbon monoxide alarm"", ""Mini Fridge, No Freezer refrigerator"", ""Microwave"", ""Backyard"", ""Hangers""]"
7859914,https://www.airbnb.com/rooms/7859914,Private Garage Apartment! Near Airport & Downtown!,"You get access to a private garage apartment with a tiny home feel, decorated with local Austin art, and run by hosts with over 10 years experience.<br /><br />We live in a quiet South Austin neighborhood with easy access to major roads, the airport, and downtown. We're two miles from Interstate 35 and State Highway 71, five miles from Bergstrom Airport, and six miles from downtown and the Austin Convention Center. We're less than a block from the #311 bus route and half a mile from the #7 bus route.",72957,Tiffany,2010-01-23,"Austin, TX",within an hour,100%,96%,t,1.0,78744,30.19225311279297,-97.7378387451172,Entire guest suite,Entire home/apt,6,2.0,3.0,1 bath,$65.00,2,95,f,8,24,51,220,1098,113,7,2015-08-24,2025-09-13,4.92,4.96,4.92,4.99,4.98,4.81,4.93,8.96,"[""Coffee"", ""Cleaning products"", ""First aid kit"", ""Bathtub"", ""Iron"", ""Private entrance"", ""Single level home"", ""Smart lock"", ""Hot water"", ""Shower gel"", ""Dishes and silverware"", ""Conditioner"", ""Self check-in"", ""Dining table"", ""Free parking on premises"", ""Portable fans"", ""Wifi"", ""TV with Netflix, Roku"", ""Hair dryer"", ""Bed linens"", ""Long term stays allowed"", ""Mini fridge"", ""Kitchenette"", ""Central air conditioning"", ""Smoke alarm"", ""Central heating"", ""Essentials"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Fire extinguisher"", ""Coffee maker: Keurig coffee machine"", ""Shampoo"", ""Body soap"", ""Extra pillows and blankets"", ""Toaster"", ""Private backyard \u2013 Fully fenced"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Microwave"", ""Free street parking"", ""Hangers""]"
9128884,https://www.airbnb.com/rooms/9128884,"Quiet Comfort, Convenient Location - King","Located minutes from downtown and walking distance to multiple bus lines. Private locking room with Private Bathroom. King Sized Tempurpedic. Snacks, Pool, and Washer/Dryer. Ironing board (no iron) in unit. High Speed Wifi! No pets! No smoke!",43733769,Jonathan,2015-09-08,"Nashville, TN",,,,f,1.0,78731,30.34525,-97.75277,Private room in condo,Private room,6,1.0,1.0,1 bath,$96.00,5,1125,f,30,60,90,365,33,0,0,2015-11-29,2017-10-25,4.15,4.52,3.64,4.64,4.64,4.45,4.39,0.28,"[""Fire extinguisher"", ""Dryer"", ""Wifi"", ""Smoke alarm"", ""Shampoo"", ""Washer"", ""Heating"", ""Essentials"", ""TV"", ""Carbon monoxide alarm"", ""Kitchen"", ""Indoor fireplace"", ""Air conditioning"", ""Free parking on premises""]"
10042925,https://www.airbnb.com/rooms/10042925,Cute Comfy bungalow house in N Austin,"Recently upgraded with Wide Plank Wood Vinyl flooring and baseboards. Fresh paint to go with the kitchen and bathrooms which were updated in 2022<br /><br />Two Master bedrooms<br />2 Kings! ,  2 Queen, a blow up mattress. soft sheets, fluffy pillows and towels.<br />Internet, washer/dryer<br />Small treed Park across the street<br />Stocked kitchen to cook. <br /><br />Tons of trails and a coffee shop to walk to. <br />NOT a party house , awesome for resting and relaxing after your adventures. <br />30 minutes from downtown Austin",6147666,Jennifer,2013-04-29,"Austin, TX",within a few hours,90%,97%,t,3.0,78717,30.50634,-97.73945,Entire home,Entire home/apt,8,4.0,4.0,2 baths,$129.00,2,365,f,17,36,52,311,351,57,2,2016-01-03,2025-09-08,4.82,4.87,4.71,4.92,4.89,4.84,4.81,2.97,"[""Private patio or balcony"", ""Stove"", ""Bathtub"", ""Iron"", ""Pets allowed"", ""Smart lock"", ""Outdoor furniture"", ""Dishwasher"", ""Hot water"", ""Dishes and silverware"", ""Refrigerator"", ""Self check-in"", ""Free parking on premises"", ""Wifi"", ""Heating"", ""Hair dryer"", ""Bed linens"", ""Cooking basics"", ""Long term stays allowed"", ""Central air conditioning"", ""Oven"", ""Dryer"", ""Pack \u2019n play/Travel crib"", ""Smoke alarm"", ""Washer"", ""Essentials"", ""Dedicated workspace"", ""Fire extinguisher"", ""BBQ grill"", ""Crib"", ""Shampoo"", ""Extra pillows and blankets"", ""Coffee maker"", ""Private backyard \u2013 Fully fenced"", ""Carbon monoxide alarm"", ""Free street parking"", ""HDTV with Netflix, Amazon Prime Video, Hulu, Roku"", ""Microwave"", ""Kitchen"", ""Hangers""]"
11439003,https://www.airbnb.com/rooms/11439003,Cozy Austin Cottage,"Tucked away in a quiet Austin area (North Loop), this little bungalow has everything you might need in a short or long term Austin experience.",60112823,Alice,2016-02-23,"Austin, TX",within an hour,100%,83%,t,2.0,78751,30.31443,-97.70921,Entire guesthouse,Entire home/apt,4,1.0,2.0,1 bath,$85.00,2,1125,f,25,51,81,81,174,5,1,2016-03-10,2025-09-03,4.87,4.94,4.91,4.99,4.95,4.89,4.85,1.5,"[""Coffee"", ""Stove"", ""Smoking allowed"", ""Cleaning products"", ""First aid kit"", ""Bathtub"", ""Wine glasses"", ""Iron"", ""Private entrance"", ""Ceiling fan"", ""Outdoor furniture"", ""Hot water"", ""Shower gel"", ""Dishes and silverware"", ""Refrigerator"", ""Clothing storage: closet"", ""Freezer"", ""Wifi"", ""Hot water kettle"", ""Heating"", ""Hair dryer"", ""Outdoor dining area"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Hammock"", ""Baking sheet"", ""Patio or balcony"", ""Various  conditioner"", ""Oven"", ""Dryer"", ""Smoke alarm"", ""Washer"", ""Essentials"", ""Host greets you"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Fire extinguisher"", ""Fire pit"", ""Barbecue utensils"", ""BBQ grill"", ""Shampoo"", ""Extra pillows and blankets"", ""Coffee maker"", ""Toaster"", ""Carbon monoxide alarm"", ""Free street parking"", ""Microwave"", ""Kitchen"", ""Backyard"", ""Hangers"", ""Various body soap""]"
12308357,https://www.airbnb.com/rooms/12308357,Enjoy Heated Waterfall Pool at Lux SOCO Getaway,"Presenting The Getaway.  Surround yourself with curated artwork, vintage objects and dreamy furnishings.  <br />The award-winning Getaway was recognized by internationally known AFAR Media as one of the top Airbnb’s in the World.  And featured in the 2023 Austin modern home tour.  <br />Take a dip in a waterfall salt water pool. Perfect for cooling off in summer and heated during the winter!  <br />Just four blocks to vibrant South Congress, <br />And No Cleaning Fees!  No Chores!  Just like it should be.",3626574,Bill,2012-09-20,"Austin, TX",within an hour,100%,100%,t,6.0,78704,30.24455,-97.74532,Entire home,Entire home/apt,2,1.0,1.0,1 bath,$196.00,1,14,t,18,43,73,348,1083,92,8,2016-05-25,2025-09-10,4.95,4.94,4.95,4.97,4.97,4.97,4.89,9.55,"[""Coffee maker: espresso machine"", ""Iron"", ""Outdoor furniture"", ""Hot water"", ""Refrigerator"", ""Self check-in"", ""Wifi"", ""Heating"", ""Hair dryer"", ""Bed linens"", ""Mini fridge"", ""Patio or balcony"", ""Smoke alarm"", ""Lake access"", ""Essentials"", ""TV with standard cable, Netflix"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Lockbox"", ""Shampoo"", ""Body soap"", ""Extra pillows and blankets"", ""Free street parking"", ""Carbon monoxide alarm"", ""Pool"", ""Microwave"", ""Backyard"", ""Hangers""]"
12309900,https://www.airbnb.com/rooms/12309900,Beautiful Modern Home in East Austin,"Located in the heart of East Austin, you will be in a great location for whatever brings you to our city. Very easy access to the airport, the Formula 1 track, SXSW events, UT, ACL Festival, downtown, and a walkable nightlife make this location special.  <br />Plenty of space in a clean house will make a great homebase while you're in Austin.  There is a king bed, queen bed, full bed, and comfortable couch.",14207302,John,2014-04-12,"Austin, TX",within a day,100%,50%,f,1.0,78702,30.26334,-97.72067,Entire home,Entire home/apt,6,3.0,3.0,2.5 baths,$425.00,2,1125,f,28,55,85,360,130,1,0,2016-04-17,2024-10-20,4.99,4.98,4.96,5.0,4.99,4.95,4.92,1.13,"[""Stove"", ""Iron"", ""Dishwasher"", ""Hot water"", ""Dishes and silverware"", ""Refrigerator"", ""Self check-in"", ""Free parking on premises"", ""Keypad"", ""Wifi"", ""Heating"", ""Hair dryer"", ""Cooking basics"", ""TV"", ""Patio or balcony"", ""Oven"", ""Dryer"", ""Smoke alarm"", ""Washer"", ""Essentials"", ""Air conditioning"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Shampoo"", ""Coffee maker"", ""Free street parking"", ""Carbon monoxide alarm"", ""Microwave"", ""Kitchen"", ""Hangers""]"
12852724,https://www.airbnb.com/rooms/12852724,"10 min s of airport, 15-18 min to DT",New Modern Home - near the airport<br /><br />My 1700 sq ft home is  beautifully & lovingly decorated to create relaxing and peace!  I'm very easy to get along with. I love meeting people and I want people to feel comfortable in my home. Mi Casa is your home!,27979718,Veronica Maria,2015-02-19,"Austin, TX",within an hour,100%,100%,t,3.0,78744,30.17581,-97.69356,Private room in home,Private room,1,1.0,1.0,1.5 shared baths,$41.00,2,30,f,15,15,15,15,34,4,0,2016-05-08,2025-05-11,4.85,4.97,4.88,4.97,5.0,4.85,4.97,0.3,"[""Stove"", ""Smoking allowed"", ""TV with standard cable"", ""Iron"", ""Shared pool"", ""Dishwasher"", ""Hot water"", ""Dishes and silverware"", ""Refrigerator"", ""Self check-in"", ""Keypad"", ""Wifi"", ""Heating"", ""Bed linens"", ""Cooking basics"", ""Long term stays allowed"", ""Baking sheet"", ""Oven"", ""Dryer"", ""Smoke alarm"", ""Washer"", ""Lock on bedroom door"", ""Essentials"", ""Air conditioning"", ""Exterior security cameras on property"", ""BBQ grill"", ""Shampoo"", ""Extra pillows and blankets"", ""Coffee maker"", ""Free street parking"", ""Carbon monoxide alarm"", ""Gym"", ""Microwave"", ""Kitchen"", ""Backyard"", ""Hangers"", ""Shared patio or balcony""]"
14221592,https://www.airbnb.com/rooms/14221592,N.Lamar: Internship Shared Bedroom,"This is a bed in a 4 people room. Most people are here for their internship in Austin. It's a great group of people who like to explore the many amazing things that Austin has to offer together. There are three bathrooms, a modern kitchen, and a washer/dryer on sight. There are 6 bedrooms and 3 bathrooms in the apartment. Some people live in private rooms others share rooms so there are usually 10-12 people per apartment.<br /><br />We have community managers living there, so there is staff onsite 24/7.",8167447,Martin,2013-08-14,"Austin, TX",within a few hours,100%,75%,f,93.0,78751,30.31838,-97.72935,Shared room in rental unit,Shared room,1,1.0,1.0,2 shared baths,$16.00,30,1125,f,16,29,44,319,18,1,0,2016-09-03,2025-07-19,4.61,4.61,4.0,4.94,4.89,4.83,4.67,0.16,"[""Iron"", ""Hot water"", ""Refrigerator"", ""Self check-in"", ""Free parking on premises"", ""Keypad"", ""Wifi"", ""Heating"", ""Hair dryer"", ""Cooking basics"", ""TV"", ""Oven"", ""Dryer"", ""Smoke alarm"", ""Washer"", ""Essentials"", ""Air conditioning"", ""Dedicated workspace"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Free street parking"", ""Carbon monoxide alarm"", ""Microwave"", ""Kitchen"", ""Hangers""]"
15886011,https://www.airbnb.com/rooms/15886011,Stay on 6th Street | Walk to Convention Center,"Welcome to the Brushy Condo. I look forward to hosting you!<br /><br />This is the perfect vacation rental in Downtown Austin! It is the ideal space for business travelers looking for a comfortable space to sleep and collaborate while still being extremely close/walking distance to the convention center and downtown. Perfect for travelers looking to take in the sights of Downtown Austin – 6th Street, Rainey Street, Convention Center, University of Texas, best BBQ in Austin, the best restaurants and more!",88769927,Jason,2016-08-08,"Austin, TX",within an hour,100%,100%,t,18.0,78702,30.26535,-97.73215,Entire condo,Entire home/apt,11,2.0,5.0,2 baths,$93.00,1,1125,f,2,11,41,311,928,82,2,2016-11-13,2025-08-23,4.78,4.8,4.71,4.85,4.88,4.8,4.72,8.62,"[""Stove"", ""First aid kit"", ""Bathtub"", ""Iron"", ""Private entrance"", ""Smart lock"", ""Dishwasher"", ""Hot water"", ""Shower gel"", ""Dishes and silverware"", ""Refrigerator"", ""Self check-in"", ""City skyline view"", ""Free parking on premises"", ""Wifi"", ""Heating"", ""Hair dryer"", ""Bed linens"", ""Cooking basics"", ""TV"", ""Baking sheet"", ""Central air conditioning"", ""Patio or balcony"", ""Oven"", ""Smoke alarm"", ""Free washer \u2013 In unit"", ""Essentials"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Fire extinguisher"", ""Shampoo"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Microwave"", ""Kitchen"", ""Hangers"", ""Free dryer \u2013 In unit"", ""Noise decibel monitors on property""]"
15942648,https://www.airbnb.com/rooms/15942648,LOCATION & LUXURY - walk to downtown & Whole Foods,"Nestled away on a quiet street off of bustling W. 6th St, this peaceful, luxurious oasis is located adjacent to downtown and steps away from the best restaurants, shopping, bars, and nightlife that Austin has to offer.   Walk to all of Austin's major festivals, downtown, & Lady Bird Lake, while enjoying quiet at night.  Our home is equipped for travelers of all types: singles, couples, and families, whether on vacation, business, or long-term stay.  See below for a more detailed description.",103485244,Ravinder,2016-11-12,"Austin, TX",within an hour,100%,97%,t,1.0,78703,30.27356,-97.75709,Entire condo,Entire home/apt,4,1.0,2.0,1 bath,$103.00,1,90,f,12,32,62,336,549,53,1,2016-11-28,2025-08-25,4.88,4.91,4.89,4.98,4.99,4.93,4.81,5.12,"[""Private patio or balcony"", ""Coffee"", ""Cleaning available during stay"", ""Cleaning products"", ""Bathtub"", ""Iron"", ""Blender"", ""Private entrance"", ""Single level home"", ""Outdoor furniture"", ""Smart lock"", ""Dishwasher"", ""Hot water"", ""Dishes and silverware"", ""Conditioner"", ""Refrigerator"", ""Freezer"", ""Self check-in"", ""Dining table"", ""Free parking on premises"", ""Wifi"", ""Heating"", ""Hair dryer"", ""Room-darkening shades"", ""Bed linens"", ""Cooking basics"", ""Long term stays allowed"", ""GE stainless steel electric stove"", ""Baking sheet"", ""Central air conditioning"", ""Oven"", ""50 inch HDTV with Roku"", ""Pack \u2019n play/Travel crib"", ""Smoke alarm"", ""Free washer \u2013 In unit"", ""Essentials"", ""Ethernet connection"", ""Bluetooth sound system"", ""Books and reading material"", ""Dedicated workspace"", ""Fire extinguisher"", ""Shampoo"", ""Body soap"", ""Extra pillows and blankets"", ""Coffee maker"", ""Toaster"", ""Carbon monoxide alarm"", ""Free street parking"", ""Microwave"", ""Kitchen"", ""Hangers"", ""Free dryer \u2013 In unit""]"
